Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04150:mTOR signaling pathway	5	10.0	8.184058577261551E-4	3479, 7248, 6249, 6655, 5291	25	156	8644	11.082051282051284	0.11266809328550875	0.11710111956092241	0.11549699463543034
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	4	8.0	0.002406187388238132	7248, 6655, 8526, 5291	25	98	8644	14.11265306122449	0.29652763738413435	0.11710111956092241	0.11549699463543034
KEGG_PATHWAY	hsa01522:Endocrine resistance	4	8.0	0.002406187388238132	3479, 2099, 6655, 5291	25	98	8644	14.11265306122449	0.29652763738413435	0.11710111956092241	0.11549699463543034
KEGG_PATHWAY	hsa05224:Breast cancer	4	8.0	0.0075064614320630154	3479, 2099, 6655, 5291	25	147	8644	9.408435374149661	0.6671546789756864	0.22331792518382274	0.22025877552377038
KEGG_PATHWAY	hsa04072:Phospholipase D signaling pathway	4	8.0	0.007647874150130916	7248, 6655, 8526, 5291	25	148	8644	9.344864864864864	0.6740076257608432	0.22331792518382274	0.22025877552377038
KEGG_PATHWAY	hsa04917:Prolactin signaling pathway	3	6.0	0.015904915098708287	2099, 6655, 5291	25	70	8644	14.818285714285715	0.903747691122285	0.29179796950613224	0.2878007370471441
KEGG_PATHWAY	hsa04115:p53 signaling pathway	3	6.0	0.017669119430722878	4194, 3479, 64393	25	74	8644	14.017297297297295	0.9259306854818833	0.29179796950613224	0.2878007370471441
KEGG_PATHWAY	hsa05214:Glioma	3	6.0	0.018122686843965497	3479, 6655, 5291	25	75	8644	13.8304	0.930760340155548	0.29179796950613224	0.2878007370471441
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	4	8.0	0.01843390670605004	3479, 2099, 6655, 5291	25	205	8644	6.746536585365854	0.9338920029979072	0.29179796950613224	0.2878007370471441
KEGG_PATHWAY	hsa01521:EGFR tyrosine kinase inhibitor resistance	3	6.0	0.019986162294940563	3479, 6655, 5291	25	79	8644	13.13012658227848	0.9475310518018721	0.29179796950613224	0.2878007370471441
KEGG_PATHWAY	hsa04211:Longevity regulating pathway	3	6.0	0.024979443782973478	3479, 7248, 5291	25	89	8644	11.654831460674156	0.9751108132381693	0.3315453447558298	0.3270036277043801
KEGG_PATHWAY	hsa05215:Prostate cancer	3	6.0	0.02930368883523324	3479, 6655, 5291	25	97	8644	10.693608247422679	0.9869931130179515	0.3565282141620044	0.3516442660227989
KEGG_PATHWAY	hsa04914:Progesterone-mediated oocyte maturation	3	6.0	0.03214844650139285	3479, 64506, 5291	25	102	8644	10.169411764705881	0.9915262096225357	0.3610517837848735	0.3561058689385054
KEGG_PATHWAY	hsa04722:Neurotrophin signaling pathway	3	6.0	0.04259002130777964	6655, 9252, 5291	25	119	8644	8.716638655462186	0.9982609957319677	0.39096863838879714	0.38561290361634787
KEGG_PATHWAY	hsa04935:Growth hormone synthesis, secretion and action	3	6.0	0.04323953414163448	3479, 6655, 5291	25	120	8644	8.644	0.9984250370047172	0.39096863838879714	0.38561290361634787
KEGG_PATHWAY	hsa04152:AMPK signaling pathway	3	6.0	0.04389281461993235	3479, 7248, 5291	25	121	8644	8.572561983471074	0.9985745204963954	0.39096863838879714	0.38561290361634787
