Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04150:mTOR signaling pathway	5	8.333333333333332	0.001490999314043237	3479, 7248, 6249, 6655, 5291	29	156	8644	9.553492484526968	0.20648065004959193	0.19473517578285668	0.19347881981006407
KEGG_PATHWAY	hsa01522:Endocrine resistance	4	6.666666666666667	0.0037690679183778712	3479, 2099, 6655, 5291	29	98	8644	12.166080225193527	0.4430664002874005	0.19473517578285668	0.19347881981006407
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	4	6.666666666666667	0.0037690679183778712	7248, 6655, 8526, 5291	29	98	8644	12.166080225193527	0.4430664002874005	0.19473517578285668	0.19347881981006407
KEGG_PATHWAY	hsa05224:Breast cancer	4	6.666666666666667	0.011563944801339038	3479, 2099, 6655, 5291	29	147	8644	8.110720150129017	0.8351724847135812	0.36511220658415766	0.3627566439610341
KEGG_PATHWAY	hsa04072:Phospholipase D signaling pathway	4	6.666666666666667	0.011777813115617989	7248, 6655, 8526, 5291	29	148	8644	8.055917986952469	0.8406092837300108	0.36511220658415766	0.3627566439610341
KEGG_PATHWAY	hsa04917:Prolactin signaling pathway	3	5.0	0.02133550503554869	2099, 6655, 5291	29	70	8644	12.774384236453201	0.9646618276216663	0.3924343214419541	0.38990248711007053
KEGG_PATHWAY	hsa04115:p53 signaling pathway	3	5.0	0.023673588746125646	4194, 3479, 64393	29	74	8644	12.083876980428704	0.9756089291326873	0.3924343214419541	0.38990248711007053
KEGG_PATHWAY	hsa05214:Glioma	3	5.0	0.02427399849139086	3479, 6655, 5291	29	75	8644	11.922758620689656	0.9778271688579093	0.3924343214419541	0.38990248711007053
KEGG_PATHWAY	hsa03018:RNA degradation	3	5.0	0.026737873374224647	1656, 57472, 255967	29	79	8644	11.319074639895241	0.9850161759921867	0.3924343214419541	0.38990248711007053
KEGG_PATHWAY	hsa01521:EGFR tyrosine kinase inhibitor resistance	3	5.0	0.026737873374224647	3479, 6655, 5291	29	79	8644	11.319074639895241	0.9850161759921867	0.3924343214419541	0.38990248711007053
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	4	6.666666666666667	0.027850177650719322	3479, 2099, 6655, 5291	29	205	8644	5.8159798149705635	0.9874499291493978	0.3924343214419541	0.38990248711007053
KEGG_PATHWAY	hsa04211:Longevity regulating pathway	3	5.0	0.033318150015005016	3479, 7248, 5291	29	89	8644	10.04726850058117	0.9947645682393441	0.4303594376938148	0.4275829251925644
KEGG_PATHWAY	hsa05215:Prostate cancer	3	5.0	0.038992847333890863	3479, 6655, 5291	29	97	8644	9.21862779950231	0.9978980319370782	0.4649147182117757	0.46191526841686104
KEGG_PATHWAY	hsa04914:Progesterone-mediated oocyte maturation	3	5.0	0.04271469485880494	3479, 64506, 5291	29	102	8644	8.766734279918865	0.998848097271196	0.47291269307962613	0.4698616434468543
KEGG_PATHWAY	hsa04144:Endocytosis	4	6.666666666666667	0.045995870328665374	3949, 116984, 137492, 9372	29	250	8644	4.769103448275862	0.9993234662387455	0.47529066006287557	0.47222426870763123
