Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04929:GnRH secretion	4	15.384615384615385	8.121081696863826E-5	348980, 5894, 5579, 5293	13	64	8644	41.55769230769231	0.012429086524596622	0.012506465813170293	0.010232562938048423
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	4	15.384615384615385	2.8866620781616155E-4	5894, 6667, 5579, 5293	13	98	8644	27.139717425431716	0.04348710955167845	0.02222729800184444	0.01818597109241818
KEGG_PATHWAY	hsa05017:Spinocerebellar ataxia	4	15.384615384615385	8.742333935301529E-4	6310, 6667, 5579, 5293	13	143	8644	18.599246906939214	0.1260139170007376	0.04332956291051336	0.035451460563147304
KEGG_PATHWAY	hsa04150:mTOR signaling pathway	4	15.384615384615385	0.0011254431924808666	5894, 79109, 5579, 5293	13	156	8644	17.04930966469428	0.15921210355171644	0.04332956291051336	0.035451460563147304
KEGG_PATHWAY	hsa05415:Diabetic cardiomyopathy	4	15.384615384615385	0.002400652347584219	6667, 5579, 5293, 142	13	203	8644	13.101932550208414	0.3093657731085224	0.06193334461716407	0.05067273650495243
KEGG_PATHWAY	hsa05207:Chemical carcinogenesis - receptor activation	4	15.384615384615385	0.002716719238961004	5894, 9314, 5579, 5293	13	212	8644	12.545718432510887	0.34225903643900735	0.06193334461716407	0.05067273650495243
KEGG_PATHWAY	hsa04370:VEGF signaling pathway	3	11.538461538461538	0.0028929864762975528	5894, 5579, 5293	13	59	8644	33.809647979139505	0.35992223647889743	0.06193334461716407	0.05067273650495243
KEGG_PATHWAY	hsa05163:Human cytomegalovirus infection	4	15.384615384615385	0.0032173166034890426	5894, 6667, 5579, 5293	13	225	8644	11.820854700854701	0.3912000212449821	0.06193334461716407	0.05067273650495243
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	3	11.538461538461538	0.004278615234578543	5894, 5579, 5293	13	72	8644	27.705128205128208	0.4833142299149725	0.07008654718755401	0.05734353860799875
KEGG_PATHWAY	hsa05214:Glioma	3	11.538461538461538	0.004634476655339176	5894, 5579, 5293	13	75	8644	26.59692307692308	0.5109880573994947	0.07008654718755401	0.05734353860799875
KEGG_PATHWAY	hsa01521:EGFR tyrosine kinase inhibitor resistance	3	11.538461538461538	0.0051296756545529745	5894, 5579, 5293	13	79	8644	25.250243427458617	0.5470634147075728	0.07008654718755401	0.05734353860799875
KEGG_PATHWAY	hsa04662:B cell receptor signaling pathway	3	11.538461538461538	0.005781643467723685	5894, 5579, 5293	13	84	8644	23.747252747252748	0.5905567496569253	0.07008654718755401	0.05734353860799875
KEGG_PATHWAY	hsa04012:ErbB signaling pathway	3	11.538461538461538	0.0059163968405078066	5894, 5579, 5293	13	85	8644	23.467873303167423	0.599014928536366	0.07008654718755401	0.05734353860799875
KEGG_PATHWAY	hsa04666:Fc gamma R-mediated phagocytosis	3	11.538461538461538	0.007645119376896794	5894, 5579, 5293	13	97	8644	20.564631245043618	0.6932959303127395	0.08006335586400974	0.06550638207055343
KEGG_PATHWAY	hsa01522:Endocrine resistance	3	11.538461538461538	0.007798378817923026	5894, 6667, 5293	13	98	8644	20.354788069073784	0.7005050009509507	0.08006335586400974	0.06550638207055343
KEGG_PATHWAY	hsa04928:Parathyroid hormone synthesis, secretion and action	3	11.538461538461538	0.009074517837109436	5894, 6667, 5579	13	106	8644	18.81857764876633	0.7543518566341314	0.08734223418217832	0.07146182796723682
KEGG_PATHWAY	hsa04935:Growth hormone synthesis, secretion and action	3	11.538461538461538	0.011517828427250645	5894, 5579, 5293	13	120	8644	16.623076923076923	0.8320417001422203	0.09485089986035154	0.07760528170392401
KEGG_PATHWAY	hsa04919:Thyroid hormone signaling pathway	3	11.538461538461538	0.011702383749004413	5894, 5579, 5293	13	121	8644	16.48569612205976	0.8368026245006115	0.09485089986035154	0.07760528170392401
KEGG_PATHWAY	hsa04071:Sphingolipid signaling pathway	3	11.538461538461538	0.011702383749004413	5894, 5579, 5293	13	121	8644	16.48569612205976	0.8368026245006115	0.09485089986035154	0.07760528170392401
