"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT000019","hsa","hsa","hsa-miR-21-5p","RASGRP1","1","1","1","1","1","0","1","0","6","4"
"MIRT000157","hsa","hsa","hsa-miR-21-5p","CDC25A","1","0","1","1","1","0","1","0","5","4"
"MIRT000158","hsa","hsa","hsa-miR-21-5p","TP53","0","0","0","0","0","0","1","0","1","1"
"MIRT000159","hsa","hsa","hsa-miR-21-5p","BCL2","1","1","1","0","1","0","1","0","5","10"
"MIRT000163","hsa","hsa","hsa-miR-21-5p","WIBG","0","0","0","0","0","0","1","0","1","2"
"MIRT000164","hsa","hsa","hsa-miR-21-5p","WFS1","0","0","0","0","0","0","1","0","1","2"
"MIRT000166","hsa","hsa","hsa-miR-21-5p","TM9SF3","1","0","0","0","0","0","1","0","2","2"
"MIRT000167","hsa","hsa","hsa-miR-21-5p","RTN4","1","0","0","0","1","0","1","0","3","3"
"MIRT000168","hsa","hsa","hsa-miR-21-5p","RPS7","0","1","1","1","1","0","1","0","5","17"
"MIRT000169","hsa","hsa","hsa-miR-21-5p","PLOD3","1","0","0","0","0","0","1","0","2","2"
"MIRT000170","hsa","hsa","hsa-miR-21-5p","PDHA2","0","0","0","0","0","0","1","0","1","2"
"MIRT000171","hsa","hsa","hsa-miR-21-5p","NCAPG","1","0","0","0","0","0","1","0","2","2"
"MIRT000172","hsa","hsa","hsa-miR-21-5p","DERL1","1","0","0","1","0","0","1","0","3","3"
"MIRT000173","hsa","hsa","hsa-miR-21-5p","BASP1","1","0","0","0","0","0","1","0","2","3"
"MIRT000174","hsa","hsa","hsa-miR-21-5p","SPRY1","0","0","1","1","1","0","1","0","4","1"
"MIRT000175","hsa","hsa","hsa-miR-21-5p","WNT1","0","0","0","0","0","0","1","0","1","1"
"MIRT000176","hsa","hsa","hsa-miR-21-5p","JAG1","1","0","1","1","0","0","1","0","4","3"
"MIRT000177","hsa","hsa","hsa-miR-21-5p","REST","1","0","0","0","0","0","1","0","2","1"
"MIRT000672","hsa","hsa","hsa-miR-21-5p","SPRY2","1","1","1","0","0","0","1","0","4","5"
"MIRT000954","hsa","hsa","hsa-miR-21-5p","TIMP3","1","1","1","1","0","0","1","0","5","6"
"MIRT000960","hsa","hsa","hsa-miR-21-5p","SOX5","1","1","1","1","0","0","1","0","5","2"
"MIRT000961","hsa","hsa","hsa-miR-21-5p","MTAP","1","1","1","1","0","0","0","0","4","2"
"MIRT000969","hsa","hsa","hsa-miR-21-5p","RECK","1","1","1","1","0","0","1","0","5","11"
"MIRT001121","hsa","hsa","hsa-miR-21-5p","E2F2","0","0","1","0","0","0","0","0","1","1"
"MIRT001188","hsa","hsa","hsa-miR-21-5p","FMOD","0","1","0","0","0","0","1","0","2","1"
"MIRT001189","hsa","hsa","hsa-miR-21-5p","TGFBR2","1","1","1","1","0","0","1","0","5","6"
"MIRT001190","hsa","hsa","hsa-miR-21-5p","PTEN","1","1","1","1","0","0","1","0","5","60"
"MIRT001191","hsa","hsa","hsa-miR-21-5p","E2F1","1","1","1","0","0","0","1","0","4","2"
"MIRT001208","hsa","hsa","hsa-miR-21-5p","TGFBI","1","1","0","1","0","0","0","0","3","2"
"MIRT001220","hsa","hsa","hsa-miR-21-5p","LRRFIP1","1","1","1","0","0","0","1","0","4","4"
"MIRT001221","hsa","hsa","hsa-miR-21-5p","MARCKS","1","1","0","0","0","0","1","0","3","1"
"MIRT001980","hsa","hsa","hsa-miR-21-5p","TPM1","1","1","1","1","0","0","1","0","5","9"
"MIRT002090","hsa","hsa","hsa-miR-21-5p","NFIB","1","1","1","0","0","0","1","0","4","6"
"MIRT002406","hsa","hsa","hsa-miR-21-5p","CDK6","1","1","1","0","1","0","1","0","5","2"
"MIRT002407","hsa","hsa","hsa-miR-21-5p","RP2","0","0","0","1","0","0","1","0","2","2"
"MIRT002408","hsa","hsa","hsa-miR-21-5p","SGK3","0","0","0","0","1","0","1","0","2","2"
"MIRT002409","hsa","hsa","hsa-miR-21-5p","SLC16A10","0","0","0","1","0","0","1","0","2","2"
"MIRT002410","hsa","hsa","hsa-miR-21-5p","APAF1","1","1","1","1","0","0","1","0","5","3"
"MIRT002411","hsa","hsa","hsa-miR-21-5p","GLCCI1","0","0","0","1","1","0","0","0","2","2"
"MIRT002412","hsa","hsa","hsa-miR-21-5p","SOCS5","0","0","0","1","0","0","1","0","2","2"
"MIRT002414","hsa","hsa","hsa-miR-21-5p","SESN1","0","0","0","1","0","0","1","0","2","2"
"MIRT002416","hsa","hsa","hsa-miR-21-5p","BTG2","1","1","1","1","1","0","1","0","6","7"
"MIRT002418","hsa","hsa","hsa-miR-21-5p","PRRG4","0","0","0","0","0","0","1","0","1","1"
"MIRT002419","hsa","hsa","hsa-miR-21-5p","HIPK3","0","0","1","1","0","0","1","0","3","2"
"MIRT002420","hsa","hsa","hsa-miR-21-5p","FAM3C","0","0","0","1","0","0","1","0","2","2"
"MIRT002421","hsa","hsa","hsa-miR-21-5p","FAS","0","0","0","1","0","0","1","0","2","2"
"MIRT002422","hsa","hsa","hsa-miR-21-5p","CDKN1A","0","0","0","0","0","0","1","0","1","1"
"MIRT003054","hsa","hsa","hsa-miR-21-5p","PDCD4","1","1","1","1","1","0","1","1","7","56"
"MIRT003146","hsa","rno","hsa-miR-21-5p","Pdcd4","0","1","1","1","0","0","0","1","4","3"
"MIRT003147","hsa","rno","hsa-miR-21-5p","Pten","0","1","1","1","0","0","0","0","3","1"
"MIRT003317","hsa","hsa","hsa-miR-21-5p","RHOB","1","1","1","0","0","0","1","0","4","4"
"MIRT003567","hsa","hsa","hsa-miR-21-5p","SERPINB5","1","1","1","1","0","0","1","0","5","8"
"MIRT003837","hsa","hsa","hsa-miR-21-5p","BMPR2","1","1","1","1","0","0","1","0","5","6"
"MIRT003988","hsa","hsa","hsa-miR-21-5p","RASA1","1","1","0","0","0","0","1","0","3","1"
"MIRT004287","hsa","hsa","hsa-miR-21-5p","TGIF1","0","1","0","0","0","0","1","0","2","1"
"MIRT004306","hsa","hsa","hsa-miR-21-5p","NCOA3","1","0","0","0","0","0","1","0","2","1"
"MIRT004307","hsa","hsa","hsa-miR-21-5p","MYC","0","0","1","0","0","0","1","0","2","2"
"MIRT004318","hsa","hsa","hsa-miR-21-5p","ERBB2","0","1","1","0","0","0","0","0","2","1"
"MIRT004812","hsa","hsa","hsa-miR-21-5p","SPATS2L","0","0","0","0","0","0","1","0","1","1"
"MIRT004813","hsa","hsa","hsa-miR-21-5p","EIF2S1","0","0","0","0","0","0","1","0","1","1"
"MIRT004814","hsa","hsa","hsa-miR-21-5p","PCBP1","1","0","0","1","0","0","1","0","3","2"
"MIRT004838","hsa","mmu","hsa-miR-21-5p","Pten","0","1","1","1","0","0","0","0","3","1"
"MIRT004839","hsa","mmu","hsa-miR-21-5p","Reck","0","1","1","1","0","0","0","0","3","1"
"MIRT005323","hsa","hsa","hsa-miR-21-5p","JMY","1","0","1","0","0","0","1","0","3","1"
"MIRT005324","hsa","hsa","hsa-miR-21-5p","TOPORS","1","0","1","1","0","0","1","0","4","3"
"MIRT005325","hsa","hsa","hsa-miR-21-5p","HNRNPK","1","0","1","0","0","0","1","0","3","4"
"MIRT005327","hsa","hsa","hsa-miR-21-5p","DAXX","1","1","1","0","0","0","1","0","4","1"
"MIRT005328","hsa","hsa","hsa-miR-21-5p","TP53BP2","1","0","1","0","0","0","1","0","3","1"
"MIRT005329","hsa","hsa","hsa-miR-21-5p","TP63","1","1","1","0","0","0","1","0","4","2"
"MIRT005330","hsa","hsa","hsa-miR-21-5p","TGFBR3","1","0","1","1","0","0","1","0","4","3"
"MIRT005331","hsa","hsa","hsa-miR-21-5p","PPIF","1","0","1","1","0","0","0","0","3","2"
"MIRT005429","hsa","hsa","hsa-miR-21-5p","MSH2","1","1","1","1","0","0","1","0","5","5"
"MIRT005430","hsa","hsa","hsa-miR-21-5p","MSH6","1","1","1","0","0","0","1","0","4","1"
"MIRT005565","hsa","hsa","hsa-miR-21-5p","TIAM1","1","0","1","1","0","0","1","0","4","3"
"MIRT005717","hsa","hsa","hsa-miR-21-5p","ISCU","1","1","1","0","0","0","0","0","3","1"
"MIRT005737","hsa","hsa","hsa-miR-21-5p","MEF2C","1","0","0","0","0","0","0","0","1","1"
"MIRT005772","hsa","hsa","hsa-miR-21-5p","EIF4A2","1","1","1","1","0","0","0","0","4","1"
"MIRT005773","hsa","hsa","hsa-miR-21-5p","ANKRD46","1","1","1","1","0","0","0","0","4","1"
"MIRT005807","hsa","hsa","hsa-miR-21-5p","EGFR","1","1","1","1","0","0","1","0","5","2"
"MIRT005951","hsa","hsa","hsa-miR-21-5p","IL1B","1","0","1","1","0","0","0","0","3","1"
"MIRT005952","hsa","hsa","hsa-miR-21-5p","ICAM1","1","0","1","1","0","0","0","0","3","1"
"MIRT005953","hsa","hsa","hsa-miR-21-5p","PLAT","1","0","1","1","0","0","0","0","3","1"
"MIRT005954","hsa","hsa","hsa-miR-21-5p","PTX3","1","0","0","0","0","0","0","0","1","1"
"MIRT005955","hsa","hsa","hsa-miR-21-5p","TNFAIP3","1","0","0","0","0","0","0","0","1","1"
"MIRT005956","hsa","hsa","hsa-miR-21-5p","CCR1","1","0","0","0","0","0","0","0","1","1"
"MIRT005974","hsa","hsa","hsa-miR-21-5p","CDK2AP1","1","1","1","0","0","0","0","0","3","1"
"MIRT006199","hsa","hsa","hsa-miR-21-5p","CCL20","1","0","1","0","0","0","0","0","2","2"
"MIRT006236","hsa","hsa","hsa-miR-21-5p","SP1","1","1","0","0","0","0","0","0","2","1"
"MIRT006288","hsa","hsa","hsa-miR-21-5p","PIAS3","1","1","1","0","0","0","0","0","3","2"
"MIRT006313","hsa","hsa","hsa-miR-21-5p","DOCK4","1","0","1","0","0","0","0","0","2","1"
"MIRT006314","hsa","hsa","hsa-miR-21-5p","DOCK5","1","0","1","0","0","0","0","0","2","1"
"MIRT006315","hsa","hsa","hsa-miR-21-5p","DOCK7","1","0","1","0","0","0","0","0","2","1"
"MIRT006323","hsa","hsa","hsa-miR-21-5p","DUSP10","1","1","1","0","0","0","0","0","3","1"
"MIRT006422","hsa","hsa","hsa-miR-21-5p","PPARA","1","1","1","1","0","0","0","0","4","4"
"MIRT006515","hsa","hsa","hsa-miR-21-5p","ANP32A","1","1","1","0","0","0","0","0","3","1"
"MIRT006516","hsa","hsa","hsa-miR-21-5p","SMARCA4","1","1","1","0","0","0","0","0","3","1"
"MIRT006529","hsa","hsa","hsa-miR-21-5p","NFKB1","0","0","0","0","1","0","0","0","1","1"
"MIRT006797","hsa","hsa","hsa-miR-21-5p","NTF3","1","0","1","0","0","0","0","0","2","1"
"MIRT006821","hsa","hsa","hsa-miR-21-5p","COL4A1","1","0","1","0","0","0","0","0","2","1"
"MIRT006989","hsa","hsa","hsa-miR-21-5p","FASLG","1","1","1","0","0","0","1","0","4","6"
"MIRT006997","hsa","hsa","hsa-miR-21-5p","SOD3","1","0","0","0","0","0","0","0","1","1"
"MIRT007085","hsa","hsa","hsa-miR-21-5p","TCF21","1","0","0","0","0","0","0","0","1","1"
"MIRT007362","hsa","hsa","hsa-miR-21-5p","SMAD7","1","1","1","0","0","0","0","0","3","2"
"MIRT030661","hsa","hsa","hsa-miR-21-5p","PHIP","0","0","0","1","0","0","0","0","1","1"
"MIRT030662","hsa","hsa","hsa-miR-21-5p","PALLD","0","0","0","1","0","0","0","0","1","1"
"MIRT030663","hsa","hsa","hsa-miR-21-5p","BOC","0","0","0","1","0","0","0","0","1","1"
"MIRT030664","hsa","hsa","hsa-miR-21-5p","DAAM1","0","0","0","1","0","0","0","0","1","1"
"MIRT030665","hsa","hsa","hsa-miR-21-5p","C20orf194","0","0","0","1","0","0","0","0","1","1"
"MIRT030666","hsa","hsa","hsa-miR-21-5p","COL5A2","0","0","0","1","0","0","0","0","1","1"
"MIRT030667","hsa","hsa","hsa-miR-21-5p","TPRG1L","0","0","0","1","1","0","0","0","2","2"
"MIRT030668","hsa","hsa","hsa-miR-21-5p","NIN","0","0","0","1","0","0","0","0","1","1"
"MIRT030669","hsa","hsa","hsa-miR-21-5p","PPAP2A","0","0","0","1","0","0","0","0","1","1"
"MIRT030670","hsa","hsa","hsa-miR-21-5p","TRIM38","0","0","0","1","0","0","0","0","1","1"
"MIRT030671","hsa","hsa","hsa-miR-21-5p","DDR2","0","0","0","1","0","0","0","0","1","1"
"MIRT030672","hsa","hsa","hsa-miR-21-5p","VPS54","0","0","0","1","0","0","0","0","1","1"
"MIRT030673","hsa","hsa","hsa-miR-21-5p","KIAA1715","0","0","0","1","0","0","0","0","1","1"
"MIRT030674","hsa","hsa","hsa-miR-21-5p","BAZ1B","0","0","0","1","0","0","0","0","1","1"
"MIRT030675","hsa","hsa","hsa-miR-21-5p","LIN7C","0","0","0","1","0","0","0","0","1","1"
"MIRT030676","hsa","hsa","hsa-miR-21-5p","USP34","0","0","0","1","0","0","0","0","1","1"
"MIRT030677","hsa","hsa","hsa-miR-21-5p","GNE","0","0","0","1","0","0","0","0","1","1"
"MIRT030678","hsa","hsa","hsa-miR-21-5p","ZBTB8A","0","0","0","1","0","0","0","0","1","1"
