"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT038967","hsa","hsa","hsa-miR-20a-3p","YTHDC1","0","0","0","0","1","0","0","0","1","1"
"MIRT038968","hsa","hsa","hsa-miR-20a-3p","NF1","0","0","0","0","1","0","0","0","1","1"
"MIRT038969","hsa","hsa","hsa-miR-20a-3p","RASSF3","0","0","0","0","1","0","0","0","1","1"
"MIRT038970","hsa","hsa","hsa-miR-20a-3p","RPL15","0","0","0","0","1","0","0","0","1","1"
"MIRT038971","hsa","hsa","hsa-miR-20a-3p","KLHDC3","0","0","0","0","1","0","0","0","1","1"
"MIRT038972","hsa","hsa","hsa-miR-20a-3p","KIAA0355","0","0","0","0","1","0","0","0","1","1"
"MIRT038973","hsa","hsa","hsa-miR-20a-3p","GPI","0","0","0","0","1","0","0","0","1","1"
"MIRT038974","hsa","hsa","hsa-miR-20a-3p","PTPLAD1","0","0","0","0","1","0","0","0","1","1"
"MIRT038975","hsa","hsa","hsa-miR-20a-3p","RBM33","0","0","0","0","1","0","0","0","1","1"
"MIRT038976","hsa","hsa","hsa-miR-20a-3p","MTPN","0","0","0","0","1","0","0","0","1","1"
"MIRT038977","hsa","hsa","hsa-miR-20a-3p","LONP1","0","0","0","0","1","0","0","0","1","1"
"MIRT058863","hsa","hsa","hsa-miR-20a-3p","VANGL1","0","0","0","0","1","0","0","1","2","2"
"MIRT133821","hsa","hsa","hsa-miR-20a-3p","CDC42","0","0","0","0","1","0","0","1","2","2"
"MIRT207444","hsa","hsa","hsa-miR-20a-3p","RMND5A","0","0","0","0","1","0","0","1","2","4"
"MIRT256923","hsa","hsa","hsa-miR-20a-3p","TNPO1","0","0","0","0","1","0","0","1","2","2"
"MIRT271117","hsa","hsa","hsa-miR-20a-3p","ZNF268","0","0","0","0","1","0","0","1","2","4"
"MIRT443490","hsa","hsa","hsa-miR-20a-3p","ZNF583","0","0","0","0","1","0","0","1","2","2"
"MIRT449562","hsa","hsa","hsa-miR-20a-3p","GPC5","0","0","0","0","1","0","0","1","2","2"
"MIRT450472","hsa","hsa","hsa-miR-20a-3p","TRMT5","0","0","0","0","1","0","0","1","2","4"
"MIRT450854","hsa","hsa","hsa-miR-20a-3p","HMGN2","0","0","0","0","1","0","0","1","2","6"
"MIRT467924","hsa","hsa","hsa-miR-20a-3p","SLC16A7","0","0","0","0","1","0","0","1","2","2"
"MIRT496628","hsa","hsa","hsa-miR-20a-3p","TMEM67","0","0","0","0","1","0","0","1","2","2"
"MIRT498452","hsa","hsa","hsa-miR-20a-3p","HIAT1","0","0","0","0","1","0","0","1","2","2"
"MIRT507138","hsa","hsa","hsa-miR-20a-3p","GIGYF1","0","0","0","0","1","0","0","1","2","2"
"MIRT510571","hsa","hsa","hsa-miR-20a-3p","UNG","0","0","0","0","1","0","0","1","2","6"
"MIRT515422","hsa","hsa","hsa-miR-20a-3p","MIOX","0","0","0","0","1","0","0","1","2","2"
"MIRT522798","hsa","hsa","hsa-miR-20a-3p","KPNA4","0","0","0","0","1","0","0","1","2","2"
"MIRT526443","hsa","hsa","hsa-miR-20a-3p","RBM48","0","0","0","0","1","0","0","1","2","2"
"MIRT529779","hsa","hsa","hsa-miR-20a-3p","C17orf82","0","0","0","0","1","0","0","1","2","2"
"MIRT531539","hsa","hsa","hsa-miR-20a-3p","KCNMB1","0","0","0","0","1","0","0","1","2","2"
"MIRT533204","hsa","hsa","hsa-miR-20a-3p","WAPAL","0","0","0","0","1","0","0","1","2","2"
"MIRT533931","hsa","hsa","hsa-miR-20a-3p","TAF1D","0","0","0","0","1","0","0","1","2","2"
"MIRT538221","hsa","hsa","hsa-miR-20a-3p","CYR61","0","0","0","0","1","0","0","1","2","2"
"MIRT539368","hsa","hsa","hsa-miR-20a-3p","ADSS","0","0","0","0","1","0","0","1","2","6"
"MIRT543626","hsa","hsa","hsa-miR-20a-3p","ASXL2","0","0","0","0","1","0","0","1","2","2"
"MIRT546243","hsa","hsa","hsa-miR-20a-3p","TNFRSF21","0","0","0","0","1","0","0","1","2","2"
"MIRT551978","hsa","hsa","hsa-miR-20a-3p","GAL","0","0","0","0","1","0","0","1","2","2"
"MIRT553043","hsa","hsa","hsa-miR-20a-3p","USP28","0","0","0","0","1","0","0","1","2","2"
"MIRT555660","hsa","hsa","hsa-miR-20a-3p","PGM3","0","0","0","0","1","0","0","1","2","2"
"MIRT557940","hsa","hsa","hsa-miR-20a-3p","FAM46C","0","0","0","0","1","0","0","1","2","2"
"MIRT558541","hsa","hsa","hsa-miR-20a-3p","CSNK1G3","0","0","0","0","1","0","0","1","2","2"
"MIRT560036","hsa","hsa","hsa-miR-20a-3p","STRBP","0","0","0","0","1","0","0","1","2","2"
"MIRT560987","hsa","hsa","hsa-miR-20a-3p","GPBP1L1","0","0","0","0","1","0","0","1","2","2"
"MIRT562230","hsa","hsa","hsa-miR-20a-3p","HMGB2","0","0","0","0","1","0","0","1","2","2"
"MIRT564785","hsa","hsa","hsa-miR-20a-3p","ZCCHC14","0","0","0","0","1","0","0","1","2","2"
"MIRT571552","hsa","hsa","hsa-miR-20a-3p","YWHAQ","0","0","0","0","1","0","0","1","2","2"
"MIRT613200","hsa","hsa","hsa-miR-20a-3p","CLMP","0","0","0","0","1","0","0","1","2","2"
"MIRT615390","hsa","hsa","hsa-miR-20a-3p","ZNF747","0","0","0","0","1","0","0","1","2","2"
